,carat,price,cut
6165,1.76,9659,Ideal
6166,0.3,1013,Premium
6167,0.72,1970,Very Good
6168,1.13,4537,Very Good
6169,0.8,2941,Good
6170,0.58,2808,Ideal
6171,0.4,882,Very Good
6172,0.4,682,Good
6173,0.3,605,Very Good
6174,2.04,16420,Very Good
6175,1.01,4785,Premium
6176,0.7,3270,Very Good
6177,1.19,6127,Very Good
6178,0.4,791,Very Good
6179,0.58,1442,Very Good
6180,1.51,14338,Very Good
6181,0.3,507,Ideal
6182,0.38,637,Ideal
6183,1.01,10341,Premium
6184,0.39,1101,Ideal
6185,0.25,460,Ideal
6186,0.27,459,Ideal
6187,1.52,14295,Very Good
6188,2.02,18236,Very Good
6189,0.44,1196,Premium
6190,1.21,5218,Premium
6191,1.18,9188,Premium
6192,1.07,5103,Ideal
6193,0.68,3112,Very Good
6194,0.5,1632,Very Good
6195,0.7,2388,Good
6196,0.42,760,Ideal
6197,1.1,6972,Ideal
6198,0.5,1155,Premium
6199,0.36,1064,Ideal
6200,0.32,707,Ideal
6201,1.2,6518,Ideal
6202,1.21,4968,Premium
6203,0.9,3176,Very Good
6204,1.1,3623,Ideal
6205,0.32,655,Ideal
6206,0.91,3943,Premium
6207,0.51,1438,Very Good
6208,1.22,6156,Premium
6209,0.7,2312,Very Good
6210,0.71,2112,Premium
6211,1.2,4838,Premium
6212,0.4,813,Fair
6213,1.01,5226,Good
6214,1.5,12308,Premium
6215,1.34,10431,Premium
6216,0.72,3601,Premium
6217,1.15,5120,Premium
6218,0.82,2841,Ideal
6219,1.12,4158,Premium
6220,0.32,720,Ideal
6221,0.7,2117,Fair
6222,1.02,4936,Good
6223,0.32,972,Ideal
6224,0.31,628,Ideal
6225,1.01,4416,Premium
6226,1.01,4525,Very Good
6227,0.53,1753,Premium
6228,0.9,4612,Premium
6229,1.07,6525,Very Good
6230,1.5,13720,Premium
6231,1.1,4422,Very Good
6232,0.41,784,Good
6233,1.01,2291,Very Good
6234,1.04,6177,Very Good
6235,0.4,667,Good
6236,0.4,982,Premium
6237,1.59,11613,Very Good
6238,0.24,478,Very Good
6239,2.63,10437,Very Good
6240,0.9,4838,Premium
6241,0.31,732,Ideal
6242,1.03,4903,Very Good
6243,0.57,1949,Premium
6244,0.53,1427,Ideal
6245,1.1,9215,Ideal
6246,0.46,1437,Premium
6247,0.71,2739,Ideal
6248,0.7,2221,Good
6249,0.51,1793,Very Good
6250,1.5,10652,Very Good
6251,1.22,6704,Very Good
6252,0.31,698,Very Good
6253,0.7,2633,Ideal
6254,0.3,473,Ideal
6255,0.54,1240,Premium
6256,0.33,631,Premium
6257,0.56,1206,Premium
6258,0.39,1129,Premium
6259,1.0,7367,Very Good
6260,1.37,6260,Premium
6261,0.4,807,Very Good
6262,0.31,816,Premium
6263,1.0,4389,Good
6264,0.32,1004,Ideal
6265,0.9,5670,Very Good
6266,0.4,990,Premium
6267,1.09,5706,Premium
6268,1.63,13678,Premium
6269,1.01,4369,Very Good
6270,1.34,8480,Premium
6271,0.3,348,Ideal
6272,0.33,1002,Ideal
6273,1.43,10129,Ideal
6274,1.18,7216,Ideal
6275,0.9,3867,Ideal
6276,1.01,4876,Very Good
6277,2.63,10628,Premium
6278,1.05,11838,Premium
6279,0.5,1624,Very Good
6280,0.3,601,Ideal
6281,0.32,801,Good
6282,0.72,2907,Ideal
6283,0.31,544,Premium
6284,0.37,583,Ideal
6285,2.08,15696,Very Good
6286,0.5,1257,Very Good
6287,0.31,864,Ideal
6288,0.53,1625,Ideal
6289,2.03,12380,Premium
6290,1.2,5988,Premium
6291,0.32,846,Ideal
6292,0.54,2236,Premium
6293,1.04,6955,Ideal
6294,0.7,2548,Ideal
6295,0.7,2459,Premium
6296,0.55,1596,Ideal
6297,0.26,401,Very Good
6298,0.44,1155,Premium
6299,1.51,10020,Premium
6300,0.92,3924,Fair
6301,0.3,526,Premium
6302,2.02,6346,Fair
6303,0.51,1812,Good
6304,0.72,2177,Very Good
6305,1.02,5291,Very Good
6306,0.32,708,Ideal
6307,1.77,13085,Premium
6308,0.52,2064,Ideal
6309,0.9,5438,Premium
6310,1.54,18416,Ideal
6311,1.06,4401,Ideal
6312,1.28,5419,Ideal
6313,0.71,2604,Very Good
6314,0.52,1689,Ideal
6315,2.37,16789,Ideal
6316,1.51,8951,Good
6317,1.25,5740,Premium
6318,0.32,972,Ideal
6319,0.31,942,Premium
6320,0.34,826,Ideal
6321,0.3,506,Ideal
6322,1.11,4911,Premium
6323,0.4,1397,Premium
6324,0.32,449,Very Good
6325,0.23,498,Ideal
6326,0.55,959,Ideal
6327,0.46,1834,Ideal
6328,1.03,6327,Premium
6329,1.1,9856,Ideal
6330,0.8,2890,Ideal
6331,1.5,9157,Premium
6332,2.1,6597,Fair
6333,0.74,2353,Very Good
6334,0.39,651,Ideal
6335,0.32,972,Ideal
6336,0.3,776,Ideal
6337,1.1,6534,Ideal
6338,0.3,421,Very Good
6339,1.09,4700,Premium
6340,0.5,1715,Very Good
6341,1.52,13161,Very Good
6342,0.5,1909,Premium
6343,0.7,2353,Ideal
6344,1.54,13110,Ideal
6345,1.02,4398,Very Good
6346,0.6,2442,Ideal
6347,0.43,1264,Premium
6348,0.26,618,Ideal
6349,1.01,4209,Ideal
6350,0.75,2462,Very Good
6351,0.33,854,Ideal
6352,0.7,2338,Very Good
6353,0.86,3293,Very Good
6354,1.08,4656,Premium
6355,0.71,1696,Premium
6356,1.36,7197,Good
6357,0.5,875,Ideal
6358,1.5,12466,Ideal
6359,1.5,15996,Ideal
6360,1.65,17729,Ideal
6361,1.12,8219,Premium
6362,0.31,802,Premium
6363,2.2,15092,Ideal
6364,1.5,6421,Good
6365,1.5,8190,Premium
6366,1.15,5270,Very Good
6367,0.51,1438,Very Good
6368,0.62,1441,Ideal
6369,0.56,1286,Very Good
6370,1.41,8212,Good
6371,1.2,5083,Very Good
6372,0.3,650,Very Good
6373,0.3,574,Premium
6374,0.71,2445,Ideal
6375,1.01,4619,Good
6376,1.13,12261,Ideal
6377,0.52,1689,Ideal
6378,0.3,515,Good
6379,0.5,1624,Ideal
6380,1.2,6955,Very Good
6381,0.23,537,Good
6382,1.51,12252,Ideal
6383,0.35,627,Ideal
6384,1.06,3932,Ideal
6385,1.19,6086,Very Good
6386,0.33,1021,Ideal
6387,1.26,8040,Very Good
6388,1.0,4469,Premium
6389,1.51,9936,Very Good
6390,0.52,1822,Ideal
6391,0.42,970,Ideal
6392,0.54,1892,Ideal
6393,1.5,10684,Very Good
6394,1.05,3822,Good
6395,0.7,2196,Very Good
6396,1.12,5630,Good
6397,0.73,3492,Very Good
6398,0.38,766,Very Good
6399,2.01,11780,Very Good
6400,0.41,827,Premium
6401,0.25,740,Premium
6402,0.34,686,Very Good
6403,0.41,705,Ideal
6404,0.58,2071,Premium
6405,0.2,367,Premium
6406,0.71,3464,Good
6407,0.31,802,Premium
6408,0.4,1043,Ideal
6409,1.02,5245,Very Good
6410,0.38,644,Very Good
6411,1.02,3444,Premium
6412,0.54,1349,Premium
6413,0.91,4678,Ideal
6414,0.32,834,Ideal
6415,1.2,5053,Good
6416,0.37,833,Premium
6417,2.36,18745,Premium
6418,0.56,1736,Good
6419,2.21,17714,Premium
6420,0.81,3250,Good
6421,2.01,11780,Very Good
6422,1.25,5810,Ideal
6423,1.11,5006,Ideal
6424,1.03,4730,Premium
6425,0.51,1668,Ideal
6426,0.4,1166,Ideal
6427,2.54,14421,Ideal
6428,1.01,5372,Very Good
6429,0.33,928,Premium
6430,1.78,12843,Ideal
6431,0.9,5795,Very Good
6432,0.9,3470,Good
6433,0.3,438,Ideal
6434,0.34,447,Premium
6435,0.9,4157,Ideal
6436,1.72,7532,Premium
6437,0.73,2351,Ideal
6438,1.31,8818,Premium
6439,1.25,7246,Premium
6440,0.51,1974,Ideal
6441,2.0,13542,Good
6442,2.35,14399,Premium
6443,0.52,1605,Good
6444,0.52,2035,Very Good
6445,0.31,871,Ideal
6446,0.59,1287,Very Good
6447,1.01,4197,Ideal
6448,0.33,743,Ideal
6449,0.51,1443,Premium
6450,0.55,1316,Very Good
6451,1.74,15992,Ideal
6452,1.05,9012,Ideal
6453,0.71,2913,Premium
6454,0.32,477,Ideal
6455,0.7,2480,Ideal
6456,1.02,4708,Ideal
6457,0.32,619,Very Good
6458,0.93,3985,Ideal
6459,1.11,7823,Ideal
6460,0.41,1115,Ideal
6461,0.3,568,Very Good
6462,0.23,530,Very Good
6463,0.42,992,Premium
6464,0.3,995,Very Good
6465,1.5,7308,Very Good
6466,0.3,421,Premium
6467,0.57,1718,Ideal
6468,0.33,539,Ideal
6469,2.07,13879,Ideal
6470,1.09,5539,Very Good
6471,0.38,998,Premium
6472,1.01,4969,Premium
6473,0.31,523,Premium
6474,0.33,854,Ideal
6475,0.35,788,Ideal
6476,0.4,1050,Ideal
6477,0.4,1323,Premium
6478,0.36,794,Very Good
6479,1.08,6532,Premium
6480,0.24,559,Ideal
6481,0.35,588,Good
6482,1.02,6157,Ideal
6483,0.58,1255,Ideal
6484,0.51,1554,Good
6485,1.01,7234,Very Good
6486,0.56,1388,Premium
6487,0.3,526,Very Good
6488,0.41,638,Good
6489,0.9,3856,Premium
6490,2.01,17983,Ideal
6491,0.35,1063,Ideal
6492,0.7,3183,Premium
6493,0.38,1026,Ideal
6494,1.2,5006,Premium
6495,0.51,1381,Premium
6496,1.02,4319,Ideal
6497,1.7,13247,Ideal
6498,0.7,2390,Ideal
6499,0.41,939,Very Good
6500,0.67,2309,Very Good
6501,1.01,6335,Premium
6502,1.0,3920,Premium
6503,0.3,465,Ideal
6504,0.33,666,Very Good
6505,0.34,574,Premium
6506,2.14,15559,Premium
6507,1.0,4413,Very Good
6508,0.81,3323,Fair
6509,1.01,6295,Ideal
6510,1.2,4368,Ideal
6511,2.14,18291,Premium
6512,0.25,512,Good
6513,1.26,7424,Ideal
6514,1.21,6659,Premium
6515,0.37,971,Premium
6516,0.3,605,Good
6517,1.21,6092,Premium
6518,0.33,928,Premium
6519,0.41,1107,Ideal
6520,1.07,4314,Premium
6521,0.9,4234,Premium
6522,0.71,4029,Ideal
6523,0.4,1084,Ideal
6524,0.33,1114,Premium
6525,1.51,11161,Very Good
6526,0.25,525,Ideal
6527,0.91,3848,Premium
6528,0.52,2063,Ideal
6529,0.41,986,Good
6530,0.31,755,Ideal
6531,0.2,367,Premium
6532,0.32,480,Very Good
6533,0.34,687,Premium
6534,0.38,947,Ideal
6535,0.43,984,Good
6536,0.25,452,Ideal
6537,0.9,3484,Very Good
6538,0.52,1641,Very Good
6539,0.72,2815,Premium
6540,0.77,2667,Very Good
6541,1.02,4443,Good
6542,1.3,12734,Ideal
6543,0.36,945,Premium
6544,1.55,12646,Ideal
6545,0.44,1334,Ideal
6546,1.54,14529,Ideal
6547,1.01,3782,Premium
6548,1.05,4163,Ideal
6549,0.3,518,Ideal
6550,1.29,5815,Premium
6551,0.93,4879,Very Good
6552,0.4,823,Good
6553,1.07,6040,Ideal
6554,1.02,6479,Ideal
6555,0.57,1837,Ideal
6556,1.0,5088,Premium
6557,2.02,18320,Premium
6558,0.3,886,Ideal
6559,0.41,1079,Premium
6560,0.96,4060,Very Good
6561,2.03,16792,Ideal
6562,0.36,631,Very Good
6563,0.9,4804,Very Good
6564,0.27,603,Ideal
6565,1.01,3801,Fair
6566,1.14,7059,Ideal
6567,0.44,1246,Very Good
6568,0.51,1750,Good
6569,1.52,10330,Premium
6570,1.1,7688,Ideal
6571,0.31,849,Good
6572,1.29,5158,Ideal
6573,1.01,3959,Very Good
6574,1.12,4158,Good
6575,1.03,4586,Premium
6576,0.32,758,Premium
6577,0.55,1831,Very Good
6578,0.33,928,Premium
6579,0.52,1815,Ideal
6580,1.18,6076,Ideal
6581,1.01,5646,Premium
6582,1.12,6317,Ideal
6583,1.21,5452,Very Good
6584,1.18,4460,Premium
6585,0.36,789,Ideal
6586,0.44,1073,Premium
6587,0.32,505,Premium
6588,0.97,3129,Good
6589,0.36,505,Ideal
6590,0.53,1250,Very Good
6591,1.12,4986,Premium
6592,0.72,2532,Very Good
6593,0.34,939,Very Good
6594,0.56,3270,Ideal
6595,0.4,644,Very Good
6596,1.58,14624,Ideal
6597,0.31,573,Premium
6598,0.58,2636,Very Good
6599,1.1,3678,Ideal
6600,1.0,4882,Good
6601,1.51,9218,Good
6602,1.5,10478,Good
6603,1.75,7409,Ideal
6604,0.37,909,Ideal
6605,0.42,1031,Premium
6606,0.85,2366,Ideal
6607,0.3,552,Very Good
6608,0.51,1882,Ideal
6609,1.0,4956,Ideal
6610,0.55,1816,Ideal
6611,0.95,3237,Premium
6612,0.77,3166,Very Good
6613,1.01,6999,Good
6614,0.36,741,Very Good
6615,2.31,15323,Premium
6616,1.12,5863,Ideal
6617,1.01,3597,Fair
6618,0.9,3669,Good
6619,0.36,789,Ideal
6620,0.39,790,Premium
6621,0.91,4823,Very Good
6622,1.5,15052,Premium
6623,0.71,2448,Very Good
6624,0.36,852,Ideal
6625,0.7,2929,Ideal
6626,0.31,489,Very Good
6627,1.56,13079,Premium
6628,0.31,853,Ideal
6629,1.77,14561,Very Good
6630,1.02,4398,Ideal
6631,0.9,3669,Good
6632,1.4,8223,Premium
6633,0.25,633,Very Good
6634,1.08,7501,Premium
6635,1.02,5077,Very Good
6636,1.05,8623,Ideal
6637,0.7,2331,Premium
6638,0.41,818,Very Good
6639,0.35,921,Very Good
6640,0.4,622,Good
6641,0.4,990,Ideal
6642,0.35,509,Ideal
6643,0.34,1030,Ideal
6644,0.32,814,Ideal
6645,0.7,2230,Ideal
6646,1.14,7293,Very Good
6647,0.3,742,Ideal
6648,1.0,5645,Very Good
6649,1.08,5078,Premium
6650,0.92,3282,Good
6651,0.72,2674,Ideal
6652,0.32,898,Ideal
6653,0.5,1354,Very Good
6654,1.01,4751,Ideal
6655,0.32,828,Ideal
6656,0.39,684,Very Good
6657,2.01,12084,Very Good
6658,0.32,477,Ideal
6659,0.35,1195,Ideal
6660,1.01,4538,Good
6661,0.23,505,Very Good
6662,1.01,4016,Good
6663,0.41,876,Premium
6664,0.9,3407,Very Good
6665,0.3,786,Ideal
6666,0.3,684,Premium
6667,1.06,7706,Very Good
6668,0.53,1956,Ideal
6669,1.07,5909,Ideal
6670,0.7,3018,Premium
6671,1.69,17338,Good
6672,0.32,730,Ideal
6673,0.4,1279,Ideal
6674,1.01,4588,Good
6675,0.3,814,Ideal
6676,1.07,4513,Ideal
6677,1.3,5751,Premium
6678,0.33,539,Ideal
6679,0.71,2623,Good
6680,1.0,6400,Premium
6681,1.5,9515,Very Good
6682,1.0,5505,Good
6683,1.75,10727,Very Good
6684,1.65,12686,Very Good
6685,1.52,12707,Premium
6686,2.17,13556,Premium
6687,0.4,1053,Very Good
6688,1.01,8532,Premium
6689,1.5,11128,Fair
6690,0.36,933,Premium
6691,1.01,6152,Very Good
6692,1.37,7500,Ideal
6693,0.33,1021,Ideal
6694,0.31,816,Ideal
6695,1.51,14165,Very Good
6696,0.9,3537,Ideal
6697,1.33,6513,Very Good
6698,2.04,16768,Premium
6699,0.56,1819,Very Good
6700,0.63,1960,Premium
6701,0.7,2895,Ideal
6702,1.22,7923,Ideal
6703,0.76,3075,Ideal
6704,0.5,1035,Premium
6705,1.2,5385,Ideal
6706,0.62,2492,Ideal
6707,0.41,969,Premium
6708,0.53,1427,Ideal
6709,0.7,3536,Very Good
6710,0.3,506,Very Good
6711,0.4,912,Premium
6712,1.3,5488,Fair
6713,0.31,757,Fair
6714,1.01,5189,Ideal
6715,0.32,828,Ideal
6716,0.31,571,Very Good
6717,0.33,1052,Ideal
6718,0.28,487,Ideal
6719,0.93,3746,Very Good
6720,1.0,3634,Good
6721,1.05,5557,Premium
6722,1.21,6708,Good
6723,0.41,904,Very Good
6724,0.9,3188,Very Good
6725,0.52,1389,Ideal
6726,0.53,1776,Good
6727,0.74,2638,Very Good
6728,0.58,2046,Very Good
6729,0.5,1606,Very Good
6730,0.31,680,Ideal
6731,0.31,804,Ideal
6732,0.3,574,Ideal
6733,0.62,1949,Very Good
6734,1.01,5006,Premium
6735,0.71,2669,Ideal
6736,1.21,7445,Very Good
6737,0.71,4029,Ideal
6738,0.62,1850,Good
6739,1.04,4890,Premium
6740,1.01,5249,Premium
6741,0.4,1397,Ideal
6742,0.42,1289,Ideal
6743,1.0,4080,Very Good
6744,1.07,5561,Premium
6745,1.13,8157,Ideal
6746,0.53,1958,Ideal
6747,2.01,17383,Ideal
6748,1.26,11218,Ideal
6749,0.77,2642,Ideal
6750,1.02,7026,Ideal
6751,2.0,11036,Good
6752,2.08,11313,Good
6753,0.57,2615,Ideal
6754,0.4,704,Ideal
6755,1.7,12257,Very Good
6756,0.57,1949,Ideal
6757,1.11,4662,Ideal
6758,0.41,871,Very Good
6759,0.7,2697,Ideal
6760,0.41,1356,Ideal
6761,1.21,5324,Ideal
6762,0.34,417,Very Good
6763,1.01,5616,Good
6764,0.31,698,Ideal
6765,0.46,952,Ideal
6766,0.59,1886,Premium
6767,1.08,5256,Very Good
6768,0.31,801,Ideal
6769,1.52,12418,Premium
6770,0.52,1577,Ideal
6771,1.52,9527,Premium
6772,0.31,651,Very Good
6773,0.38,891,Ideal
6774,2.01,10009,Very Good
6775,0.32,895,Ideal
6776,0.9,3816,Good
6777,1.54,7631,Premium
6778,0.3,605,Ideal
6779,1.01,11015,Ideal
6780,0.9,4309,Good
6781,0.3,520,Premium
6782,0.28,646,Very Good
6783,0.4,1125,Premium
6784,0.53,1721,Ideal
6785,2.05,17811,Very Good
6786,0.73,3607,Very Good
6787,0.74,1913,Very Good
6788,0.61,1904,Ideal
6789,0.72,2246,Premium
6790,0.73,3146,Good
6791,0.31,698,Ideal
6792,0.71,2925,Ideal
6793,0.55,1089,Good
6794,2.01,14167,Ideal
6795,1.2,3830,Premium
6796,2.21,13369,Premium
6797,1.13,4025,Good
6798,0.3,776,Good
6799,0.9,3014,Good
6800,0.46,1194,Very Good
6801,1.0,3700,Fair
6802,1.35,6961,Very Good
6803,0.4,1778,Ideal
6804,0.52,1035,Ideal
6805,0.31,734,Premium
6806,1.27,8705,Ideal
6807,0.51,1974,Ideal
6808,0.4,720,Very Good
6809,0.33,912,Very Good
6810,0.61,2366,Ideal
6811,0.75,2383,Ideal
6812,0.52,1689,Very Good
6813,0.41,1076,Ideal
6814,0.63,1992,Ideal
6815,0.7,2384,Fair
6816,0.31,429,Ideal
6817,0.98,4478,Premium
6818,0.35,1063,Premium
6819,0.57,1864,Ideal
6820,0.24,552,Ideal
6821,1.13,5017,Very Good
6822,0.31,642,Ideal
6823,0.3,895,Ideal
6824,0.23,530,Very Good
6825,0.52,1605,Very Good
6826,1.14,4875,Very Good
6827,0.57,1665,Ideal
6828,0.72,2056,Good
6829,1.01,6097,Premium
6830,0.31,761,Ideal
6831,1.0,4321,Very Good
6832,0.32,561,Ideal
6833,1.0,4649,Ideal
6834,0.89,2728,Good
6835,1.06,6838,Premium
6836,0.58,2401,Ideal
6837,0.32,421,Ideal
6838,1.26,7400,Ideal
6839,0.32,561,Ideal
6840,1.01,6618,Premium
6841,0.7,2268,Fair
6842,0.76,3640,Very Good
6843,0.31,997,Fair
6844,0.7,1876,Very Good
6845,1.26,5398,Premium
6846,0.33,579,Very Good
6847,0.24,485,Very Good
6848,1.21,6784,Ideal
6849,1.03,7677,Premium
6850,0.35,777,Ideal
6851,1.1,8959,Ideal
6852,0.73,2762,Ideal
6853,0.7,2854,Premium
6854,0.33,666,Ideal
6855,1.53,8943,Ideal
6856,0.24,521,Very Good
6857,0.41,705,Very Good
6858,0.5,1845,Premium
6859,0.33,666,Very Good
6860,0.3,862,Very Good
6861,0.34,956,Ideal
6862,0.53,2051,Ideal
6863,0.51,1574,Premium
6864,0.7,2676,Very Good
6865,0.77,2859,Premium
6866,0.4,737,Ideal
6867,1.24,5889,Premium
6868,0.72,2401,Very Good
6869,1.21,5457,Very Good
6870,0.41,1007,Ideal
6871,0.73,1610,Good
6872,2.05,17776,Premium
6873,0.7,4644,Very Good
6874,1.11,5439,Premium
6875,0.31,533,Ideal
6876,1.28,5676,Ideal
6877,0.9,3878,Very Good
6878,0.5,1090,Good
6879,0.41,1076,Ideal
6880,0.4,687,Good
6881,0.24,412,Very Good
6882,0.31,571,Ideal
6883,0.3,500,Very Good
6884,0.7,2734,Very Good
6885,0.33,521,Premium
6886,1.52,8694,Premium
6887,0.4,1080,Premium
6888,0.81,2858,Very Good
6889,2.03,18423,Premium
6890,0.37,810,Ideal
6891,1.23,5304,Premium
6892,2.18,18717,Premium
6893,2.04,18795,Premium
6894,1.01,3997,Ideal
6895,0.34,914,Ideal
6896,0.53,1825,Very Good
6897,0.38,701,Very Good
6898,1.0,6377,Ideal
6899,0.71,3191,Ideal
6900,0.78,3015,Ideal
6901,0.3,766,Ideal
6902,0.76,2143,Ideal
6903,0.5,1188,Fair
6904,0.4,666,Very Good
6905,0.4,1125,Premium
6906,0.3,552,Very Good
6907,0.9,3251,Ideal
6908,0.71,2141,Very Good
6909,1.01,7528,Good
6910,0.71,1826,Premium
6911,1.12,7781,Premium
6912,0.36,865,Very Good
6913,1.01,3733,Premium
6914,0.31,544,Good
6915,0.3,819,Fair
6916,1.0,3562,Premium
6917,1.03,4764,Ideal
6918,0.37,833,Premium
6919,0.7,2780,Very Good
6920,1.0,3080,Ideal
6921,0.71,2637,Ideal
6922,1.51,10693,Ideal
6923,0.36,770,Ideal
6924,1.15,7587,Ideal
6925,0.73,3275,Ideal
6926,1.51,9471,Good
6927,1.09,5287,Premium
6928,0.44,1009,Good
6929,1.01,4836,Premium
6930,0.7,2459,Premium
6931,1.06,7334,Ideal
6932,0.4,612,Ideal
6933,1.51,15303,Ideal
6934,0.37,616,Ideal
6935,0.23,402,Very Good
6936,0.3,610,Very Good
6937,0.36,1119,Very Good
6938,0.7,2596,Ideal
6939,0.23,402,Very Good
6940,1.04,4892,Premium
6941,1.2,8596,Ideal
6942,1.01,4497,Premium
6943,0.31,872,Premium
6944,1.0,2264,Premium
6945,1.09,3760,Ideal
6946,0.79,2878,Ideal
6947,0.58,1608,Very Good
6948,2.35,14185,Premium
6949,1.5,11572,Ideal
6950,0.51,1882,Ideal
6951,0.35,551,Very Good
6952,0.33,970,Ideal
6953,0.37,624,Very Good
6954,1.0,4015,Good
6955,1.28,5795,Ideal
6956,0.51,1549,Very Good
6957,0.54,1057,Ideal
6958,0.7,2164,Very Good
6959,0.36,726,Very Good
6960,1.01,3852,Good
6961,1.51,8794,Good
6962,0.75,2617,Very Good
6963,1.22,5807,Ideal
6964,0.7,3454,Ideal
6965,1.02,3987,Ideal
6966,0.36,756,Premium
6967,0.82,3012,Ideal
6968,1.09,7493,Good
6969,1.62,12295,Ideal
6970,0.3,605,Very Good
6971,0.8,2451,Premium
6972,0.7,2589,Premium
6973,1.01,4943,Ideal
6974,0.52,1651,Ideal
6975,0.31,891,Ideal
6976,0.5,1154,Very Good
6977,1.01,6996,Very Good
6978,0.75,3562,Ideal
6979,0.33,854,Premium
6980,1.2,5050,Ideal
6981,1.09,4322,Premium
6982,1.72,12360,Very Good
6983,0.25,357,Ideal
6984,0.7,2241,Fair
6985,1.01,7179,Ideal
6986,2.04,12554,Ideal
6987,2.01,15467,Good
6988,1.32,10814,Premium
6989,0.42,1087,Premium
6990,1.09,4965,Ideal
6991,1.02,4824,Ideal
6992,1.72,18431,Ideal
6993,1.23,6005,Ideal
6994,1.0,4704,Fair
6995,0.54,2080,Ideal
6996,0.3,658,Ideal
6997,0.53,1367,Very Good
6998,0.66,3051,Very Good
6999,0.9,3162,Good
7000,0.51,988,Ideal
7001,0.3,608,Premium
7002,1.0,5139,Premium
7003,0.77,2162,Ideal
7004,0.71,2372,Fair
7005,0.26,556,Ideal
7006,0.53,1813,Ideal
7007,0.53,1721,Premium
7008,0.81,2504,Very Good
7009,1.0,8138,Very Good
7010,2.06,15691,Ideal
7011,2.03,14588,Premium
7012,1.2,4516,Ideal
7013,1.01,7262,Ideal
7014,0.31,671,Ideal
7015,2.29,18823,Premium
7016,0.71,2386,Premium
7017,0.29,600,Ideal
7018,0.7,3348,Premium
7019,1.02,3427,Good
7020,0.33,521,Very Good
7021,0.41,705,Good
7022,0.55,965,Very Good
7023,0.41,1107,Premium
7024,0.61,1793,Premium
7025,0.74,3030,Ideal
7026,0.41,1431,Ideal
7027,1.0,2530,Fair
7028,0.56,1814,Premium
7029,0.7,3140,Ideal
7030,0.3,532,Ideal
7031,1.0,4592,Ideal
7032,0.9,3659,Good
7033,0.92,4562,Premium
7034,1.06,5142,Very Good
7035,0.9,3605,Very Good
7036,0.41,918,Premium
7037,0.71,3524,Good
7038,0.33,686,Ideal
7039,1.01,4909,Premium
7040,0.49,1588,Very Good
7041,1.27,8928,Very Good
7042,1.18,5182,Ideal
7043,0.34,995,Ideal
7044,0.81,3043,Ideal
7045,0.42,773,Ideal
7046,0.33,1052,Ideal
7047,0.3,886,Ideal
7048,0.31,465,Premium
7049,1.01,4197,Premium
7050,0.34,1276,Ideal
7051,0.91,5261,Ideal
7052,0.9,5305,Very Good
7053,0.33,694,Ideal
7054,1.01,4489,Good
7055,0.7,3275,Very Good
7056,1.15,4925,Ideal
7057,0.7,2550,Premium
7058,0.3,709,Premium
7059,1.05,5433,Premium
7060,1.18,6542,Premium
7061,0.43,716,Ideal
7062,0.72,2353,Very Good
7063,0.35,685,Very Good
7064,0.52,1111,Good
7065,1.71,9384,Premium
7066,1.2,5352,Very Good
7067,0.54,1250,Ideal
7068,0.77,3750,Ideal
7069,1.51,11836,Very Good
7070,0.9,3160,Good
7071,0.3,608,Very Good
7072,0.75,2360,Premium
7073,0.73,2519,Ideal
7074,0.61,1827,Premium
7075,1.12,7827,Premium
7076,1.08,3810,Very Good
7077,1.05,5370,Premium
7078,2.13,15288,Ideal
7079,0.7,2414,Ideal
7080,0.33,1002,Ideal
7081,1.51,14482,Premium
7082,0.81,2725,Ideal
7083,0.7,2792,Ideal
7084,1.17,5751,Premium
7085,0.5,1354,Very Good
7086,1.01,8403,Very Good
7087,0.31,593,Premium
7088,1.18,4153,Ideal
7089,1.01,4836,Ideal
7090,1.11,6589,Premium
7091,0.5,1107,Good
7092,2.2,18168,Ideal
7093,0.52,1720,Ideal
7094,0.23,449,Very Good
7095,1.7,9682,Fair
7096,1.01,5882,Ideal
7097,0.72,3179,Ideal
7098,0.73,2374,Very Good
7099,0.7,3075,Very Good
7100,0.31,1046,Very Good
7101,0.91,3034,Ideal
7102,0.55,1313,Ideal
7103,0.28,503,Ideal
7104,0.58,2132,Ideal
7105,0.33,829,Ideal
7106,1.06,4267,Ideal
7107,1.03,6229,Premium
7108,0.38,1101,Premium
7109,0.57,2192,Ideal
7110,0.7,2376,Premium
7111,1.71,13477,Ideal
7112,1.09,5428,Ideal
7113,0.9,4288,Very Good
7114,0.46,935,Ideal
7115,1.02,4517,Good
7116,0.3,605,Ideal
7117,1.2,16256,Ideal
7118,0.3,608,Premium
7119,0.26,430,Very Good
7120,0.24,526,Ideal
7121,0.39,1009,Premium
7122,0.73,2496,Ideal
7123,0.31,942,Ideal
7124,0.33,631,Very Good
7125,0.31,396,Ideal
7126,0.53,1044,Very Good
7127,0.7,2862,Ideal
7128,0.52,1822,Ideal
7129,0.7,2459,Very Good
7130,0.59,1327,Good
7131,1.2,6182,Good
7132,0.35,614,Premium
7133,0.32,936,Premium
7134,0.37,757,Premium
7135,0.59,1283,Very Good
7136,1.0,4474,Good
7137,0.38,1154,Ideal
7138,0.55,1980,Premium
7139,0.27,544,Very Good
7140,0.59,1425,Ideal
7141,0.91,4510,Premium
7142,0.31,628,Premium
7143,0.38,1104,Ideal
7144,0.3,878,Premium
7145,0.7,2066,Very Good
